Miles,Used,Certified,New,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Luxury,Base,Premium,Price
20390,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46888
28736,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,47800
66244,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39071
55925,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38914
55717,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,39299
24940,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45998
47892,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44000
36298,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,44000
35861,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,48145
39845,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,43885
52637,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45991
53618,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,37997
29838,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46673
24500,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49698
34422,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46583
9031,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47000
21107,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,52999
54237,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43482
27754,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46998
44001,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47300
42930,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,44998
122220,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31987
35557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44944
46871,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,42880
52000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,44000
26636,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47387
86915,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,43990
20730,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49938
26204,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46998
40035,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44999
50423,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40995
44640,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,45687
90555,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,41061
35431,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43295
34064,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41999
62901,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44993
61612,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41888
37398,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,50555
82085,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,42998
44620,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39990
32724,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44998
43277,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,39750
25232,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,50000
20673,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50993
25030,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,44687
19406,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50993
38176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40497
38821,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42561
9131,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50220
26594,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45000
16442,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47900
34113,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,43103
31802,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44554
21552,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46313
22425,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45980
58717,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40000
21271,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47395
38365,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43998
19995,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,49899
54198,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41834
34361,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44399
50470,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43998
28254,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,45999
37968,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,40799
31910,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,48974
36749,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46292
22125,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45891
68429,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,37511
27904,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,62014
49571,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41999
38875,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,39995
29685,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48990
45684,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,43997
50989,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42499
43012,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44990
15007,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,57998
26899,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45787
35825,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,50895
49442,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,40899
24041,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49990
23611,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42998
26275,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48698
42825,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,49920
20707,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47988
31434,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,40788
22108,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40995
19889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46959
25379,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,46373
16818,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50988
29128,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44984
42101,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,49995
40607,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,48995
33267,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43000
18608,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48899
35374,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44998
60749,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42990
15358,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,57985
70428,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,37488
38529,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42488
22778,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44995
59111,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42500
57416,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41998
43967,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41440
51750,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,49645
46719,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,43000
52912,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40990
19151,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,47897
40479,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42680
33259,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42699
23358,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48998
43493,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,42477
92947,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40888
46144,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,46987
9540,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,54998
33736,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,46998
48448,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,49997
15318,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49995
58866,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,37883
42343,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,47498
28121,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,45000
59096,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41749
19675,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,47499
41644,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,49491
43977,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43998
5887,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,49995
18066,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49990
35369,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44999
36701,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43900
35957,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43816
40167,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45999
29808,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46900
41602,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,46990
35479,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,44590
19846,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47998
24025,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50299
39958,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,45662
30398,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,49788
20927,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,51998
29029,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46611
81660,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38888
31950,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,48900
44056,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44569
38779,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43998
32051,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,51998
42441,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,46661
37646,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,48000
41558,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45991
37434,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,52929
11010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50995
25967,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47998
46346,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45014
30000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46534
25283,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46233
30503,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41779
33040,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42428
49021,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40933
31735,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,46989
21383,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47998
65074,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39925
30404,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47995
37321,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45998
22476,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48983
28215,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,49223
31304,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49981
31601,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,49888
41679,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39888
36355,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,46977
72329,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41996
22036,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45495
31350,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45000
30689,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42500
47559,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38490
26671,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44991
46102,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49425
39085,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,46999
64045,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38790
45465,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,40650
20456,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,43995
43754,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46598
36318,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39999
34266,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41962
48929,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43262
48683,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41185
31293,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46990
25598,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46991
25172,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43998
20253,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49462
59585,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39998
42908,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49069
11245,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,47000
30425,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,42655
60370,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,40989
28743,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42333
37137,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44400
30540,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46989
27224,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,46488
29990,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47990
22340,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,47676
40477,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,42499
30042,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43998
37751,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41500
34646,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41690
23759,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,42999
26006,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,44782
31102,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44998
33210,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48300
33744,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,51598
33769,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,45448
42068,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40988
43117,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,47699
25679,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46226
41628,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44988
28696,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47700
49171,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38692
29892,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,51903
15450,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50333
46676,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43295
51152,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39871
16080,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48998
18885,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49998
28238,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40887
47240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41983
15193,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,49983
26664,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50911
39091,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,49995
65231,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40444
54030,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41995
48011,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,44750
21847,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44499
19850,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49988
65192,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,43758
25569,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50662
35592,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47743
49981,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44396
51216,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,42668
19053,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,52998
51382,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46988
41326,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46889
40238,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44499
21147,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47688
24417,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47495
27059,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,44550
28214,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,43336
39697,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44449
38089,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47995
46903,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42800
35179,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,48998
47340,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46990
38269,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47495
27631,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,49999
26492,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48988
45235,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45104
12416,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47207
36303,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42998
48371,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42998
66929,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19450
88800,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,34998
32553,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49495
15967,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45988
31338,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,37450
62797,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44695
35562,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46995
20263,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49992
47806,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,39999
87315,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38999
9100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,51500
48864,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,49000
20012,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54924
12023,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54497
6028,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,54930
31510,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,53300
28741,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,55998
15732,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54991
33957,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,56900
44391,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,46000
30814,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,49262
14478,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,51500
38145,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,45910
30115,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,50995
30752,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,50827
32728,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,54500
25890,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,52565
32759,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,52991
22614,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,48450
30515,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,51545
23650,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,52979
26038,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,52944
52110,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,45994
27589,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,51251
23731,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54822
23110,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54585
38215,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,48998
19457,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,51995
54972,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,53995
42867,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,51949
8060,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,62999
30106,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,52900
56459,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,45998
23246,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,52958
21276,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,54859
26485,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,49881
51475,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,53995
15175,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,51589
36763,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,50588
32238,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,48995
24689,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,52250
22907,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54194
20151,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,53977
27156,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,53268
19940,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,50789
39690,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,53995
6808,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,60988
11484,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,56998
58901,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,48999
27025,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,53995
8015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54998
42250,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,46995
31950,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,52000
35744,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,51712
12176,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54899
25387,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54990
27794,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,47488
34375,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,52700
51301,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,50495
18441,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,59995
34428,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,53500
22789,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,53000
26605,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,49200
38907,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,42998
19735,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,58968
36747,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,47995
14842,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,58977
17981,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,53995
18497,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,55989
28321,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,53995
17069,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,47995
29118,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,52076
29000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,49000
25440,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,53998
36554,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,53318
69128,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,46177
22078,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,49800
27839,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,51920
21557,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,49995
20922,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,48999
21019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48490
35326,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,49998
29360,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,48688
22407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,47975
12753,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54998
36515,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,53000
30213,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,53935
16392,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,52920
35521,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,52900
23416,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54163
33534,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,49988
36415,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,52988
30892,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54990
9159,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54995
53000,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,75000
8021,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,51986
17370,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,55995
15523,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,52979
30415,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,56892
23867,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,53892
57209,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,47395
