Miles,Used,Certified,New,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Luxury,Base,Premium,Price
38500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,32995
56187,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,34988
53640,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,32950
95249,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30975
46997,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,39881
63990,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,32526
51578,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,32900
86033,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,32999
85770,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,33850
73655,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,31899
77298,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,31888
62105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35995
93770,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,33794
58900,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,33966
59132,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,43800
39699,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,39500
55468,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39640
30000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,43995
86913,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,33900
107647,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,29400
51562,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36497
59550,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32820
90163,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30080
41137,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,40977
61113,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39991
95713,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,27999
51618,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,40677
80779,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,34995
48789,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,43999
53661,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32458
53195,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37341
34778,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,39000
48044,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37898
104516,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,27990
55076,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,37985
46472,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35499
54734,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,34886
55029,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,34995
59755,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,34695
62156,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36200
33042,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,38488
50260,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,42888
48847,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37000
34782,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37153
42442,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37299
47011,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38429
13422,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,41998
27636,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38998
29050,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36620
38587,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,40000
64369,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35888
36683,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37651
92797,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,29373
45187,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,40678
62827,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,36700
82211,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32595
79675,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,31748
39854,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38729
44418,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,33999
37982,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35000
67896,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,34943
125384,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30880
46322,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,33999
48800,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39950
76037,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,36312
50370,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,35000
52728,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,35995
60130,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,35239
41806,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36929
55277,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,41771
59555,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,33589
89330,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36388
78975,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30995
81135,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32299
84899,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,36997
56670,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,33100
27452,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,40988
53664,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,36490
65779,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,33497
62155,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,34880
31723,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,47595
82432,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30977
77444,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37662
59887,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,33888
30945,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,39998
72833,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,37826
54638,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,32000
85379,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,29780
105626,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,28786
54396,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,34999
52866,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,34589
36976,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38944
50734,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35300
42532,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,37990
24088,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,41995
63505,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,34287
64252,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,34400
80562,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,27499
65204,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39658
34346,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39299
57814,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36402
26267,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,39905
73206,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,31490
52090,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,38600
112738,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,28980
30230,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37888
44419,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37999
51726,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,38495
69000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,38000
97108,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,31499
42938,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32899
82300,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,36553
44197,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37499
78783,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,36000
35364,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,38990
31191,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,49999
18606,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,42998
59643,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36998
58862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,34743
45058,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,34800
51619,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37985
66965,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36821
44892,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,39990
80302,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32998
59675,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37225
28932,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37092
131835,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30000
87103,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32490
33560,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38903
33431,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37021
55305,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,31449
51546,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,34500
64476,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,34230
67756,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,31000
62253,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32990
62386,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,36958
38130,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,41995
22916,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,40995
72301,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35598
95367,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32947
64365,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,38500
67793,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39998
88630,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32072
69339,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,34998
73056,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,31800
77751,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36995
82279,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35306
30118,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,37998
40193,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,44998
74588,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,41330
46277,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,41499
40582,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,40098
61898,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,33552
34527,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,44980
42114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,40699
89365,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,33844
72288,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,33995
50030,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,35995
40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36988
67697,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,42000
63065,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,48950
27493,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,44989
48102,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,43210
26766,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,43000
68021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37732
34637,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,44900
59978,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39395
59442,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39498
77515,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,37362
114349,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,36928
43269,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,39988
41026,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,46500
23486,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40453
41000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37997
82748,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,35790
27270,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,44650
46549,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,44950
28339,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,43998
39753,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41950
21680,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,42999
29913,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,44998
28739,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,44000
48256,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39000
45326,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,46032
37521,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,44733
61552,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39400
86490,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40995
65679,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38999
58732,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41700
46923,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39987
41251,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38941
36976,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39500
32882,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40749
29732,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41998
28458,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,49998
60447,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38632
39203,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,43810
37219,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,69999
41327,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40000
29049,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,43974
39514,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,43756
76894,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39995
42019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39998
88772,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,35496
90689,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36757
39317,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,43420
56445,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41900
28001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,44541
44401,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,43455
20395,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,45631
32576,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,44548
31607,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,41490
45584,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,45989
107057,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,34900
42001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41990
56867,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,37928
33202,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40800
36141,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,44885
41002,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41998
38554,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,42880
71935,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38299
51397,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,36000
64355,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39385
73715,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,37674
63129,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41977
57197,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,39925
69661,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36892
53050,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39987
42830,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,43999
27376,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38752
26475,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,42999
36917,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,37991
38870,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,44888
33342,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,43750
23606,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,38242
60910,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,37997
39431,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,38991
44756,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40995
33317,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,46662
60825,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,41319
21426,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,46998
59040,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38998
27518,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,44989
57767,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,44908
44330,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,39995
17334,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,44998
44039,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,42988
44764,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41998
28948,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39499
17941,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,45998
22300,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41773
37033,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41998
44498,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40880
45022,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,41491
51117,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,37999
45591,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,44998
36005,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,38880
12957,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,46000
21736,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,44998
23972,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,45960
41813,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40977
34034,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40999
42772,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41165
58744,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39995
61228,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39998
62361,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40218
53695,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38900
47179,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39997
28946,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,43998
24645,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,43998
42610,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,41520
38764,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,43234
27887,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,45400
26872,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,43998
101418,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,35400
28395,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41998
38261,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,42980
36507,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,33795
37612,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,44975
42757,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40998
25970,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,43999
43727,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45300
46440,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,45000
52335,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,48502
9990,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44998
33428,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48996
18906,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48550
47071,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,48950
69250,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39997
31290,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,46900
45584,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44995
17938,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46395
34633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44490
24044,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48985
16121,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50998
53293,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,41987
9395,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47550
26989,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,47501
36650,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43995
36101,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,44900
25489,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,44866
17204,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47799
33420,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42998
51920,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,39987
45429,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,46864
74293,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,42787
19870,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47495
32471,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,44988
47786,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,45999
36393,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43894
50573,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,46995
47722,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,44487
46952,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38996
41113,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42700
37105,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43981
24429,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,46324
34751,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,44626
27190,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43649
42226,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,43689
52850,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39990
63793,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,40794
31378,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,42995
15729,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48798
51333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42490
78400,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,43859
60924,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,44361
70982,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,44459
10407,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,48000
48721,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44011
23481,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48360
55313,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41920
41435,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41680
64332,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39444
24420,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,49999
47646,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,47000
35751,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42990
44875,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42990
38151,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45990
47120,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41000
46689,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46996
37225,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49990
42283,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44998
59518,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,42989
43071,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45344
33206,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48999
61723,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,46181
48734,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46500
38599,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43995
41500,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,44998
45985,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42000
40633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41995
17009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44988
28024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,45981
17326,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49981
24862,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,43987
54214,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41492
60612,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,44499
34490,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45955
33736,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43998
32868,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,45250
29230,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,50000
36414,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44900
82882,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,38998
22928,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46988
32014,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46995
65485,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39992
